,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600057,象屿股份,37.97,10.24,34.7138,544.4305,1.2665,5315.7112,12.3667
1,600743,华远地产,35.23,0.9,3.8339999999999996,1.9363,0.0061,213.6316,0.6829
2,000416,民生控股,26.4,31.45,66.0758,126.9456,0.4042,403.5584,1.285
3,001696,宗申动力,26.11,3.41,9.6976,18.5243,0.1353,542.3197,3.9624
4,000625,长安汽车,25.43,10.58,26.1748,1126.0144,0.9179,10640.528999999999,8.6743
5,000662,天夏智慧,24.94,22.6,67.7462,58.3577,0.5446,258.1703,2.4097
6,600768,宁波富邦,24.2,17.11,11.7923,32.9723,0.2958,192.6747,1.7287
7,600818,中路股份,23.39,5.92,15.2523,34.9115,0.1314,589.4944,2.2189
8,000885,同力水泥,22.55,34.68,11.4822,42.7437,0.2671,123.2396,0.7702
9,600710,*ST常林,22.51,11.54,14.4633,139.5941,0.423,1208.8225,3.6630000000000003
10,000088,盐田港,21.77,129.53,45.3849,554.7488,0.9482,428.2691,0.732
11,000502,绿景控股,21.68,30.27,53.2212,51.9932,0.3339,171.7374,1.1032
12,600271,航天信息,21.14,21.14,36.3258,355.3651,2.1936,1680.6331,10.3742
13,600309,万华化学,20.31,18.46,38.4767,186.6394,0.486,1010.7256,2.6319999999999997
14,000037,深南电A,20.2,21.61,22.781,286.8216,0.5234,1326.9836,2.4216
15,600083,博信股份,19.44,2.05,36.882,3.2749,0.0142,159.2604,0.6924
16,600817,*ST宏盛,19.22,1.58,7.5399,28.9059,0.3502,1821.2332,22.0707
17,000528,柳工,19.11,9.31,22.4827,184.2308,0.5624,1978.0667,6.0392
18,600231,凌钢股份,18.0,11.82,21.6529,310.3357,0.5923,2623.7816,5.0081
19,600256,广汇能源,17.84,13.65,21.2038,241.2892,0.3343,1766.9270000000001,2.4482
20,000778,新兴铸管,17.56,11.58,29.9071,454.8042,0.7317,3927.4313,6.3194
21,000550,江铃汽车,17.37,9.55,27.0764,380.3039,0.4405,3980.5935,4.6113
22,000635,英力特,17.27,13.14,35.3314,20.6843,0.1805,157.4068,1.3739
23,600282,南钢股份,16.97,7.01,15.6758,349.4964,0.6934,4982.090999999999,9.8851
24,000039,中集集团,16.65,5.69,13.1806,570.7326,1.1184,10028.5014,19.652
25,000538,云南白药,16.52,9.6,32.0571,91.79,0.4939,955.6724,5.143
26,000927,一汽夏利,16.49,11.82,14.6499,469.3665,0.2942,3967.9056,2.4874
27,600880,博瑞传播,16.25,21.27,55.1778,50.3464,0.3867,236.6539,1.8178
28,600660,福耀玻璃,16.18,19.42,38.5611,238.3621,0.47600000000000003,1227.2205,2.4507
29,000022,深赤湾A,16.16,31.1,64.7878,229.0962,0.6004,736.4883,1.9304
30,000717,韶钢松山,16.06,14.31,21.8699,638.571,0.7618,4460.2105,5.3211
31,600406,国电南瑞,15.83,11.6,30.5106,28.8509,0.4181,248.6988,3.6043
32,600307,酒钢宏兴,15.79,9.71,18.4605,409.8381,0.5629,4218.2493,5.7942
33,600019,宝钢股份,15.76,16.34,32.4584,5323.2034,0.4254,32561.2354,2.6024
34,600780,通宝能源,15.6,14.07,32.9076,200.5112,0.3445,1424.7908,2.4482
35,600791,京能置业,15.14,15.61,53.7442,30.2282,0.2348,193.5881,1.5041
36,600196,复星医药,14.93,15.13,26.0432,247.5254,0.6481,1634.9171,4.2811
37,600126,杭钢股份,14.89,7.0,15.5577,382.8957,0.5933,5468.4904,8.4738
38,600686,金龙汽车,14.87,3.36,19.0919,60.1353,0.3968,1788.2709,11.8023
39,600104,上汽集团,14.84,27.01,24.6255,1445.0034,0.5734,5349.7659,2.1229
40,600886,国投电力,14.76,14.07,33.3505,142.7702,0.5067,1014.5961,3.6011
41,000617,中油资本,14.52,14.02,22.7209,32.999,0.3172,235.3666,2.2631
42,600016,民生银行,14.49,12.96,21.8128,1054.247,0.3109,8132.5740000000005,2.3984
43,600469,风神股份,14.44,3.66,24.7888,55.8792,0.3104,1524.3081,8.4683
44,600031,三一重工,14.42,15.05,41.0755,231.2128,0.9633,1535.7926,6.3991
45,000533,万家乐,14.22,6.97,39.7744,64.0185,0.1112,917.3624,1.5935
46,600130,波导股份,14.17,2.08,16.7072,167.3311,1.0458,8019.5098,50.1219
47,000069,华侨城A,14.06,58.07,42.0513,194.5457,0.2417,335.0056,0.4162
48,600740,山西焦化,14.06,11.87,33.9103,119.2725,0.5879,1004.4494,4.9516
