,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600057,象屿股份,68.25,13.52,37.8078,606.9385,1.6944,4486.696,12.5256
1,600521,华海药业,62.89,27.0,53.9188,50.5931,0.7783,187.3775,2.8827
2,600083,博信股份,60.41,4.52,32.9054,8.1064,0.0352,179.3106,0.7796
3,600446,金证股份,51.17,15.09,45.812,33.7258,0.6649,223.3826,4.4042
4,600375,华菱星马,50.58,6.32,15.1805,74.8705,1.4040000000000001,1184.4571,22.212
5,002041,登海种业,50.41,36.09,55.5439,67.3692,1.0207,186.6552,2.8281
6,600271,航天信息,47.61,15.92,33.1154,163.5402,1.3628,1026.7435,8.5561
7,002168,深圳惠程,46.36,19.22,26.1486,20.688000000000002,0.5579999999999999,107.6206,2.9029
8,600031,三一重工,44.52,21.31,51.0886,209.8554,1.1658,984.5624,5.4697
9,000416,民生控股,44.32,36.74,69.4894,156.8296,0.6242,426.8376,1.6989
10,600818,中路股份,43.44,9.54,13.8132,52.5576,0.1978,550.6055,2.0725
11,002005,德豪润达,42.07,12.51,28.6467,71.8517,0.958,573.9556,7.6527
12,600477,杭萧钢构,41.27,6.9,21.0754,43.9671,0.8395,636.3809,12.1523
13,002032,苏泊尔,38.89,8.33,30.1501,51.2929,0.5058,615.1442,6.0665
14,002024,苏宁云商,38.86,1.66,8.363999999999999,58.5631,0.8592,3525.5603,51.7247
15,600436,片仔癀,37.97,27.72,64.8678,58.7885,0.5878,212.0331,2.1203
16,002004,华邦健康,37.05,18.62,68.0431,37.2954,0.565,200.2239,3.0336
17,600114,东睦股份,36.59,17.91,34.8064,40.0071,0.5715,223.3059,3.19
18,601111,中国国航,36.5,3.23,28.2211,827.8057,0.0877,25625.8373,2.7165
19,600594,益佰制药,35.54,10.26,41.9423,45.5736,0.9696,443.7802,9.4421
20,002020,京新药业,35.35,8.25,22.6176,22.2824,0.4447,269.9542,5.3883
21,002022,科华生物,35.32,18.43,64.6017,31.8812,0.6282,172.9208,3.4073
22,000037,深南电A,35.02,22.53,33.0478,365.7839,0.6675,1622.905,2.9616
23,002008,大族激光,34.44,19.82,43.5428,32.8249,0.4102,165.5717,2.0692
24,002021,中捷资源,34.39,10.97,27.3912,34.1794,0.5696,311.4709,5.1911
25,002010,传化智联,34.21,9.76,30.2664,35.6253,0.5937,364.8653,6.081
26,600352,浙江龙盛,34.05,11.31,23.9364,103.0207,0.606,910.6336,5.3566
27,600392,盛和资源,33.7,8.36,17.2017,26.7797,0.5544,320.2312,6.63
28,002011,盾安环境,33.04,12.23,40.7109,21.4478,0.4966,175.27599999999998,4.059
29,002017,东信和平,32.92,7.35,15.5121,36.0978,0.5485,490.9141,7.4607
30,600410,华胜天成,32.85,8.72,22.6307,53.333,0.7618,611.4787,8.7354
31,002019,亿帆医药,32.81,19.9,33.0174,26.0666,0.6951,130.947,3.4919
32,002029,七匹狼,32.59,14.94,34.7986,22.2038,0.37,148.542,2.4756
33,600570,恒生电子,32.3,18.43,42.6956,39.6023,0.7765,214.7756,4.2112
34,600143,金发科技,31.9,6.53,13.093,74.3495,0.5719,1137.2212,8.7478
35,002014,永新股份,31.68,9.85,21.1872,35.3406,0.5048,358.5881,5.1226
36,600481,双良节能,31.29,17.48,47.5268,81.8695,0.3622,468.3064,2.0721
37,002012,凯恩股份,31.09,18.96,55.472,32.8139,0.4195,173.0528,2.2124
38,002007,华兰生物,30.66,16.7,33.8016,28.8514,0.6411,172.6604,3.8368
39,600485,信威集团,30.58,19.41,56.7959,28.0147,0.5567,144.2914,2.8677
40,600791,京能置业,30.37,14.74,40.0362,51.4643,0.5198,349.0048,3.5253
41,600546,山煤国际,30.21,3.06,12.261,36.8081,0.5258,1200.6563,17.1522
42,600403,*ST大有,30.09,13.85,38.9738,13.9236,0.3411,100.4792,2.4618
43,600610,中毅达,30.01,17.94,14.4511,108.4238,0.3036,604.0777,1.6916
44,002033,丽江旅游,29.8,41.01,82.6234,32.6941,0.4398,79.7063,1.0724
45,601168,西部矿业,29.65,10.65,28.9581,76.2925,0.5846,716.3164,5.489
46,002027,分众传媒,29.59,3.71,8.5386,43.2857,0.5216,1164.5016,14.0342
47,002040,南京港,28.8,30.3,68.2733,47.4611,0.41200000000000003,156.6148,1.3598
48,002035,华帝股份,28.66,4.67,28.5037,21.5149,0.401,460.5893,8.585
49,600348,阳泉煤业,28.59,12.61,39.7519,172.0584,0.5198,1363.9837,4.1207
50,600988,赤峰黄金,28.47,8.89,24.116,34.1753,0.5211,384.0205,5.8557
51,600256,广汇能源,28.41,13.15,21.3025,315.4263,0.43700000000000006,2397.8732,3.3224
52,002028,思源电气,28.4,21.15,58.2056,21.4785,0.5423,101.5522,2.5644
53,000088,盐田港,27.89,109.48,54.0464,555.8574,0.9501,507.7238,0.8679
54,600444,国机通用,27.68,13.29,40.4003,19.4413,0.486,146.2538,3.6563
55,600971,恒源煤电,27.52,18.53,42.7899,60.5207,0.7416,326.471,4.0008
56,600975,新五丰,27.5,8.97,19.8667,34.2862,0.5262,381.9059,5.8615
57,600660,福耀玻璃,27.35,16.39,37.4452,184.2881,0.4073,1124.3899,2.4854
58,002030,达安基因,27.25,18.17,39.5802,18.5652,0.3013,102.1548,1.6583
59,000035,中国天楹,27.17,1.99,9.5786,62.4906,0.5392,3129.0031,27.0004
60,600487,亨通光电,27.02,8.01,23.6316,50.6608,0.5559,632.1551,6.9376
61,002009,天奇股份,26.78,12.38,33.9412,17.3799,0.5338,140.3812,4.3121
62,600460,士兰微,26.43,16.48,21.0978,43.6718,0.5821,264.9478,3.5316
63,002045,国光电器,26.32,14.17,33.8813,48.7814,0.6968,344.2323,4.9176
64,600439,瑞贝卡,26.28,8.68,19.1454,34.1552,0.5175,393.1049,5.9561
65,002023,海特高新,26.06,28.88,65.90899999999999,27.6079,0.5075,95.5651,1.7569
66,002016,世荣兆业,25.73,19.03,56.3845,12.8945,0.4286,67.755,2.2522
67,002594,比亚迪,25.6,28.73,41.75,658.303,0.2893,2290.8979999999997,1.0069
68,000625,长安汽车,25.29,8.44,29.1852,834.9975,0.6807,9884.0677,8.0576
69,002046,轴研科技,25.24,18.38,35.6834,15.5306,0.3882,84.4647,2.1116
70,600022,山东钢铁,24.75,6.06,17.8758,372.5088,0.5173,6142.7979,8.5316
