,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,000572,海马汽车,25.08,38.56,29.6509,13.8914,0.0643,36.0212,0.1668
1,000416,民生控股,13.61,40.91,69.3164,73.9497,0.2354,180.7288,0.5754
2,000951,中国重汽,13.43,2.92,10.1362,32.3779,0.1274,1106.6645,4.3573
3,000566,海南海药,11.13,14.91,52.9195,6.796,0.0335,45.5551,0.2251
4,600497,驰宏锌锗,10.27,13.36,34.6842,18.2481,0.2027,136.5217,1.5169
5,600410,华胜天成,10.2,10.45,22.5332,16.4837,0.2354,157.7008,2.2528
6,600282,南钢股份,10.04,9.04,16.0553,228.3511,0.45299999999999996,2525.6761,5.0112
7,000528,柳工,9.75,9.88,18.0442,108.5702,0.3314,1098.2248,3.3529
8,600309,万华化学,9.16,19.43,42.0411,97.2859,0.2533,500.6465,1.3037
9,600808,马钢股份,9.08,23.43,31.0541,1512.8314,0.2343,6456.4783,1.0001
10,600616,金枫酒业,8.88,4.13,19.4183,38.1351,0.2002,922.2002,4.8436
11,600585,海螺水泥,8.81,23.67,52.755,443.19599999999997,0.3529,1871.7939,1.4906
12,600817,*ST宏盛,8.59,2.03,5.4876,14.2252,0.1723,699.414,8.4758
13,000616,海航投资,8.37,10.58,21.3151,47.2899,0.2502,446.8961,2.3652
14,000617,中油资本,8.01,13.44,24.5854,21.1173,0.203,157.0086,1.5096
15,000157,中联重科,8.0,13.13,26.5394,106.815,0.2106,813.1298,1.6038
16,000402,金融街,7.94,18.09,38.9422,86.7159,0.2263,479.2514,1.2508
17,000498,山东路桥,7.78,19.67,28.8775,39.4253,0.10099999999999999,200.33900000000003,0.5136
18,600058,五矿发展,7.68,1.54,4.7492,185.2674,0.336,11982.5952,21.7345
19,600126,杭钢股份,7.66,6.98,14.9168,207.4905,0.3215,2969.4651,4.6014
20,000625,长安汽车,7.63,8.23,25.7699,391.5851,0.3192,4755.0513,3.8764
21,600307,酒钢宏兴,7.18,11.01,18.76,220.2971,0.3026,1999.3361,2.7463
22,600710,*ST常林,7.06,8.81,12.9916,49.5913,0.1502,562.6353,1.7049
