,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600057,象屿股份,47.09,13.93,36.3614,371.8017,1.0379,2667.397,7.4466
1,600818,中路股份,43.54,15.14,13.1258,58.7644,0.2212,387.9131,1.4601
2,000416,民生控股,37.98,36.53,70.191,130.6308,0.5199,357.5951,1.4233
3,600083,博信股份,27.57,3.78,32.2131,4.9255,0.0214,130.2791,0.5664
4,600256,广汇能源,24.26,14.26,21.2675,254.5839,0.3527,1785.0512,2.4733
5,000088,盐田港,21.63,112.28,55.8693,412.848,0.7057,367.6661,0.6284
6,000037,深南电A,19.96,21.33,29.9183,226.6349,0.4135,1062.298,1.9386
7,600660,福耀玻璃,18.53,16.88,38.9793,126.8334,0.2803,751.1923,1.6604
8,000680,山推股份,16.84,7.77,20.959,122.4211,0.433,1573.8579,5.5668
9,600686,金龙汽车,16.26,4.16,16.8277,57.6739,0.3806,1383.2158,9.129
10,600309,万华化学,15.98,17.0,33.329,124.3651,0.3238,731.5093,1.9049
11,000027,深圳能源,15.33,15.74,30.2529,466.6628,0.38799999999999996,2963.9832,2.4648
12,600006,东风汽车,15.27,9.48,21.0171,533.1062,0.5331,5618.6341,5.6186
13,600177,雅戈尔,15.18,18.52,42.9679,334.9398,0.5895,1808.2742,3.1830000000000003
14,600880,博瑞传播,15.08,21.23,56.4976,39.8437,0.306,187.6669,1.4415
15,000035,中国天楹,14.9,1.52,9.7736,34.9265,0.3013,2289.7458,19.7584
16,600522,中天科技,14.53,9.49,25.0285,32.7026,0.2364,344.2505,2.4889
17,600845,宝信软件,14.24,10.22,23.4644,43.681000000000004,0.1665,427.1057,1.6286
18,000538,云南白药,14.13,8.98,36.2708,70.6043,0.3799,785.9476,4.2296
19,600532,宏达矿业,14.1,6.91,20.4309,14.8278,0.2965,214.5825,4.2916
20,000539,粤电力A,14.02,22.92,44.7409,987.1821,0.3712,4305.9674,1.6191
21,000778,新兴铸管,14.01,11.68,29.7034,327.3694,0.5267,2802.4118,4.5091
22,001696,宗申动力,13.99,3.36,13.4546,4.5494,0.0332,135.0054,0.9864
23,000612,焦作万方,13.92,10.38,19.9676,96.2011,0.3567,926.4749,3.4358
24,600085,同仁堂,13.86,13.25,43.8993,200.4239,0.604,1511.5541,4.5556
25,000625,长安汽车,13.73,5.53,25.979,409.8201,0.33399999999999996,7409.8301,6.0406
26,000032,深桑达A,13.62,3.62,9.8541,41.8895,0.3202,1155.8791,8.8361
27,000651,格力电器,13.59,5.0,19.5053,271.2115,0.5051,5414.0635,10.0831
28,000039,中集集团,13.56,5.97,14.1371,375.9616,0.7367,6293.2524,12.3324
29,600717,天津港,13.23,26.87,55.3037,243.1598,0.3685,904.7284,1.3711
30,000007,全新好,13.07,16.06,56.9328,24.186999999999998,0.1684,150.555,1.0484
31,600888,新疆众和,13.03,11.96,33.9754,35.374,0.3421,295.7044,2.8601
32,600270,外运发展,12.59,13.66,63.5534,223.3482,0.6104,1634.0869,4.4665
33,000619,海螺型材,12.56,13.05,23.2102,144.4145,0.4011,1106.1243,3.0725
34,600210,紫江企业,12.54,14.1,30.3055,210.9794,0.3861,1495.8356,2.7376
35,000792,盐湖股份,12.43,23.74,44.9289,80.187,0.363,337.7602,1.5293
36,000939,凯迪生态,12.18,18.25,35.7097,67.5398,0.3122,370.0,1.7105
37,600825,新华传媒,12.1,1.33,14.618,34.5427,0.2239,2579.2255,16.7183
38,000061,农产品,11.88,9.48,26.0518,130.1414,0.7040000000000001,1372.7572,7.426
39,600601,方正科技,11.86,2.38,10.5966,79.0141,0.2116,3309.5846,8.8669
40,600130,波导股份,11.78,2.89,16.3161,111.2979,0.6956,3839.1467,23.9946
41,000048,康达尔,11.7,1.0,13.2284,6.7264,0.0172,671.6845,1.7188
42,000877,天山股份,11.41,13.22,34.025999999999996,94.8852,0.5473,717.6529,4.1398
43,000157,中联重科,11.37,23.21,41.3596,109.4218,0.3647,471.3033,1.571
44,600658,电子城,11.37,8.09,15.9826,35.3091,0.2114,436.0047,2.6104
45,000550,江铃汽车,11.31,6.42,25.7608,207.84599999999998,0.2407,3237.0706,3.75
46,000617,中油资本,11.22,11.12,23.5364,21.8404,0.21,196.3426,1.8879
47,000920,南方汇通,11.15,17.65,32.1866,75.7627,0.3987,429.1395,2.2586
48,600016,民生银行,11.13,14.18,23.7002,660.323,0.2552,4654.7429999999995,1.7994
49,600282,南钢股份,11.11,5.9,12.9461,200.1547,0.3971,3388.0382,6.7222
50,600711,盛屯矿业,11.09,9.99,36.8985,9.6785,0.1603,96.8782,1.605
51,600500,中化国际,11.03,3.22,8.3645,178.8546,0.3199,5551.9128,9.9323
52,600636,*ST爱富,11.02,8.35,25.5945,49.7374,0.3195,595.1967,3.8239
53,600081,东风科技,10.89,8.12,21.8112,47.2865,0.2352,581.883,2.8949
54,600519,贵州茅台,10.88,22.67,83.0781,309.2506,1.1245,1363.8862,4.9595
55,000022,深赤湾A,10.85,25.82,57.4495,135.6326,0.3555,525.1293,1.3764
56,000626,远大控股,10.85,0.68,5.6061,21.9448,0.1625,3223.3877,23.8769
57,600000,浦发银行,10.78,15.03,56.9963,854.6916,0.2364,5683.6149,1.5722
58,600706,曲江文旅,10.76,12.09,15.0322,17.0583,0.1953,141.0047,1.6145
59,000510,金路集团,10.75,12.71,28.9416,82.977,0.177,652.5285,1.3925
60,600367,红星发展,10.65,16.85,45.416000000000004,67.4053,0.5185,399.9389,3.0764
61,000069,华侨城A,10.65,41.51,37.8288,117.3352,0.2624,282.6462,0.6321
62,600817,*ST宏盛,10.64,0.87,3.5511,12.109000000000002,0.1467,1379.8933,16.7223
63,000607,华媒控股,10.6,3.66,24.9473,36.2476,0.1898,988.6999,5.1771
64,600742,一汽富维,10.52,5.4,12.3799,123.0745,0.5818,2278.7478,10.773
65,000959,首钢股份,10.5,6.29,10.8657,582.9059,0.2523,9259.619,4.0084
66,600510,黑牡丹,10.47,12.01,25.0711,88.8348,0.6079,739.5779,5.0613
67,600834,申通地铁,10.46,19.11,35.2312,64.7954,0.1642,338.9293,0.8590000000000001
68,000089,深圳机场,10.37,46.34,56.4315,250.5028,0.5011,540.4972,1.0812
69,000001,平安银行,10.34,10.64,54.7802,419.642,0.2156,3942.442,2.0261
70,000662,天夏智慧,10.24,9.98,56.8184,17.0701,0.1593,171.0057,1.5961
71,000503,海虹控股,10.23,21.51,54.4696,49.9861,0.146,232.2966,0.6786
72,000402,金融街,10.22,18.83,31.1406,85.0975,0.5774,451.9124,3.0667
73,000892,欢瑞世纪,10.21,22.51,52.5155,69.1174,0.1669,306.9504,0.7416
74,000937,冀中能源,10.15,16.04,44.058,175.0758,0.4119,1091.0612,2.5672
75,600161,天坛生物,10.13,19.49,54.1834,30.6182,0.1594,157.0507,0.8179
76,600559,老白干酒,10.13,8.65,41.4939,16.6913,0.1669,192.8025,1.9280000000000002
77,600874,创业环保,10.1,42.97,76.3428,176.22799999999998,0.1325,410.10699999999997,0.3083
78,600011,华能国际,10.08,22.97,33.3551,3042.2136,0.507,13240.5428,2.2067
79,000895,双汇发展,10.08,4.82,16.8369,156.3255,0.4565,3236.6856,9.4537
80,600795,国电电力,9.91,18.26,30.8679,470.8583,0.3357,2577.8862,1.8383
81,000528,柳工,9.91,6.14,21.4955,77.5608,0.2368,1261.483,3.8514
82,600096,云天化,9.89,17.26,32.8737,131.6954,0.3576,762.8891,2.072
83,600642,申能股份,9.8,34.03,37.6233,726.7498,0.4053,2135.0222,1.1906
84,600135,乐凯胶片,9.8,22.16,42.7523,105.5062,0.3084,476.1078,1.3921
85,000525,红太阳,9.79,11.56,26.8982,52.4628,0.1872,453.7891,1.6192
86,600062,华润双鹤,9.77,4.99,28.9861,138.9026,0.3149,2779.7721,6.3022
87,600729,重庆百货,9.75,2.3,13.5046,45.3807,0.2224,1970.6956,9.6602
88,600791,京能置业,9.74,9.59,21.7119,13.1511,0.1328,137.0384,1.3842
89,600597,光明乳业,9.67,4.18,37.4252,151.6539,0.2328,3623.7568,5.5648
90,000858,五粮液,9.66,11.2,45.5765,502.2344,0.4445,4483.3268,3.9684
91,600126,杭钢股份,9.65,5.73,12.7384,218.4222,0.3384,3810.2538,5.9042
92,600098,广州发展,9.65,17.65,36.2844,513.2066,0.4096,2906.5744,2.32
93,600415,小商品城,9.64,9.63,37.9261,29.9375,0.2877,310.8594,2.9881
94,600398,海澜之家,9.59,14.65,37.2936,63.3946,0.2966,432.7069,2.0247
95,600610,中毅达,9.59,0.95,14.6395,4.5031,0.0126,472.21,1.3223
96,600737,中粮糖业,9.55,6.46,37.8321,94.5813,0.1643,1463.9911,2.5441
97,000911,南宁糖业,9.43,6.74,21.7793,69.9252,0.2903,1037.0115,4.3065
98,000639,西王食品,9.43,8.76,31.0176,8.4603,0.1161,96.5006,1.3243
99,600231,凌钢股份,9.4,6.9,15.6983,131.8502,0.4253,1910.1134,6.1616
100,600756,浪潮软件,9.38,9.43,27.8901,28.2962,0.1712,300.061,1.8161
101,000717,韶钢松山,9.37,8.11,15.2171,246.1206,0.5503,3032.2308,6.7804
102,600780,通宝能源,9.32,26.81,41.7128,54.1719,0.2511,202.0155,0.9365
103,600266,北京城建,9.29,13.03,21.7119,155.5311,0.2592,1192.8627,1.9881
104,600768,宁波富邦,9.24,3.32,10.2925,8.0178,0.0863,241.4316,2.5993
105,600708,光明地产,9.15,9.61,33.2337,36.1429,0.1519,375.8555,1.5796
106,600633,浙数文化,9.14,7.51,24.706999999999997,18.3738,0.1208,244.6448,1.6089
107,600019,宝钢股份,9.12,11.11,25.6249,2639.4956,0.2109,23756.3562,1.8986
108,600488,天药股份,9.12,15.45,24.6451,71.2431,0.3677,460.8414,2.379
109,600898,三联商社,9.1,2.1,5.7316,19.1391,0.0968,910.8924,4.6101
110,600518,康美药业,9.08,12.14,24.0039,36.4963,0.5154,300.5371,4.2448
111,600634,富控互动,9.06,5.91,20.067999999999998,21.0079,0.2408,355.3475,4.0747
112,000532,华金资本,9.03,76.6,13.3667,39.1903,0.1794,51.1569,0.2342
113,600885,宏发股份,9.01,9.69,28.7753,13.5522,0.1044,139.8341,1.0772
114,000531,穗恒运A,8.97,9.02,31.2614,57.1795,0.2145,633.3921,2.3765
115,600120,浙江东方,8.97,2.91,10.9013,68.5757,0.217,2355.3711,7.4555
116,600287,江苏舜天,8.91,3.04,11.8084,67.5383,0.3092,2217.0028,10.1512
117,600009,上海机场,8.86,50.67,60.4165,489.0077,0.3461,964.9176,0.6829999999999999
118,000978,桂林旅游,8.84,21.41,44.4701,35.0838,0.1982,163.8663,0.9257
119,000066,中国长城,8.7,10.93,5.7225,112.6354,0.2456,1030.1757,2.2468
120,600188,兖州煤业,8.65,14.17,56.5191,842.6002,0.2935,5943.1349,2.0707
121,000852,石化机械,8.64,18.93,47.195,57.3071,0.2046,302.6001,1.0807
122,600323,瀚蓝环境,8.57,36.82,51.4656,63.628,0.3051,172.7713,0.8285
123,000811,烟台冰轮,8.55,6.55,21.8539,25.2393,0.204,384.8728,3.112
124,600368,五洲交通,8.54,67.99,71.6981,97.0032,0.2194,142.672,0.3227
125,600033,福建高速,8.52,42.51,77.8161,218.6475,0.3191,514.3303,0.7508
126,600626,申达股份,8.51,4.05,9.7679,111.899,0.3308,2756.2532,8.1495
127,600619,海立股份,8.46,5.12,23.5876,89.9481,0.2363,1754.4233,4.6105
128,000723,美锦能源,8.45,5.64,27.955,17.5206,0.1255,310.0997,2.2213
129,600125,铁龙物流,8.44,26.29,62.4518,50.6092,0.2652,192.4313,1.0086
