,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600719,大连热电,12.49,26.08,48.3551,27.5058,0.3438,105.4517,1.3181
1,000056,皇庭国际,7.39,31.41,100.0,18.0881,0.1355,57.5789,0.4316
2,000417,合肥百货,6.96,4.31,14.2772,7.5114,0.1717,173.9043,3.9753
3,000428,华天酒店,5.18,23.95,59.5212,6.3705,0.1027,26.5954,0.4289
4,000603,盛达矿业,5.16,21.11,100.0,4.3981,0.0977,20.8258,0.4627
5,000416,民生控股,4.44,3.92,100.0,4.9517,0.106,126.279,2.7056
6,600739,辽宁成大,4.38,4.78,100.0,6.297000000000001,0.1015,131.736,2.1247
7,000426,兴业矿业,4.23,11.15,18.1061,3.2484,0.078,29.1286,0.7002
8,600743,华远地产,4.22,13.12,21.285999999999998,4.3453,0.0724,33.106,0.5517
9,000422,湖北宜化,4.1,11.85,,4.6696,0.0952,39.4015,0.8035
10,600723,首商股份,3.95,2.5,15.2388,8.9263,0.0591,355.8903,2.3595
11,000411,英特集团,2.93,24.18,100.0,5.7822,0.0735,23.9125,0.3043
12,000410,*ST沈机,2.71,8.42,29.2963,10.7247,0.0662,127.2621,0.7864
13,000607,华媒控股,2.57,6.77,,5.3412,0.0469,78.7868,0.693
14,600741,华域汽车,,,,,,,
15,000430,张家界,,19.37,35.5905,2.7249,0.0454,14.065,0.2344
16,000429,粤高速A,,,,,,,
17,000681,视觉中国,,,,,,,
18,600745,中茵股份,,,,,,,
