,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600854,春兰股份,28.31,12.5,100.0,145.8966,1.2158,1166.6141,9.7217
1,000568,泸州老窖,24.85,33.81,100.0,129.8696,1.1498,384.0405,3.4002
2,000570,苏常柴A,22.5,8.28,100.0,86.041,0.7170000000000001,1038.0686,8.6505
3,600884,杉杉股份,19.53,15.52,49.0449,18.6227,,119.96700000000001,
4,000042,中洲控股,17.16,42.8,100.0,87.2446,0.8155,203.8103,1.9053
5,600839,四川长虹,17.04,16.01,100.0,350.6956,1.4746,2189.3532,9.2059
6,600640,号百控股,16.16,32.99,100.0,100.4295,0.5116,304.3371,1.5504
7,000016,深康佳A,15.39,8.37,100.0,140.5691,0.4998,1677.8153,5.9664
8,600877,*ST嘉陵,15.29,6.33,23.083000000000002,149.3684,0.7249,2357.4797,11.4423
9,000039,中集集团,14.44,7.44,100.0,66.0944,0.7426,887.9955,9.9774
10,600663,陆家嘴,13.48,73.36,100.0,266.903,0.3641,363.7916,0.4963
11,000026,飞亚达A,12.97,24.23,100.0,37.0457,0.4048,152.8415,1.6703
12,600619,海立股份,12.85,16.22,100.0,78.2,0.354,482.0,2.1821
13,600643,爱建集团,12.55,65.85,100.0,84.3876,0.4688,128.1336,0.7118
14,600694,大商股份,12.51,6.28,100.0,36.1947,0.2967,576.2061,4.7239
15,600867,通化东宝,12.26,33.81,100.0,32.3867,0.3503,95.7716,1.0359
16,600688,上海石化,11.86,20.64,100.0,1207.733,0.1843,5849.813,0.8931
17,600814,杭州解百,11.84,7.12,100.0,32.5637,0.2863,456.7345,4.0161
18,000001,平安银行,11.61,25.69,83.7195,216.5011,0.5022,842.4989999999999,1.9544
19,000589,黔轮胎A,11.59,4.64,21.4121,14.0057,0.1181,301.5426,2.5435
20,600819,耀皮玻璃,11.05,44.81,100.0,142.5387,0.3654,318.0754,0.8155
21,000563,陕国投A,11.02,17.81,100.0,28.1829,0.2049,158.2132,1.1503
22,000543,皖能电力,10.85,28.37,100.0,134.368,0.2421,473.6046,0.8533
23,600641,万业企业,10.85,35.27,100.0,33.5792,0.2515,95.1951,0.7131
24,000553,沙隆达A,10.64,9.28,100.0,26.0522,0.2285,280.4721,2.4605
25,600638,新黄浦,10.51,29.21,100.0,60.29,0.354,206.362,1.2116
26,600868,梅雁吉祥,10.47,28.24,100.0,30.6794,0.3969,108.6253,1.4056
27,600812,华北制药,10.43,20.35,100.0,136.3453,0.1953,669.7118,0.9597
28,600675,中华企业,10.39,65.95,100.0,35.5519,0.4521,53.9044,0.6855
29,600835,上海机电,10.18,9.97,100.0,109.66,0.4007,1099.68,4.0185
30,000561,烽火电子,10.09,7.7,100.0,55.0332,0.2444,714.6203,3.1741
31,000521,美菱电器,10.07,9.0,100.0,60.2391,0.3851,669.1514,4.2779
32,600821,津劝业,10.02,5.08,100.0,27.2388,0.1918,535.8035,3.7733
33,000541,佛山照明,9.99,40.56,100.0,87.7354,0.6551,216.2584,1.6149
34,600824,益民集团,9.59,7.54,100.0,15.3538,0.305,203.5565,4.044
35,000571,新大洲A,9.23,9.58,100.0,33.0388,0.2949,344.8317,3.0788
36,600612,老凤祥,9.23,28.32,100.0,27.391,0.1978,96.7,0.6986
37,000520,长航凤凰,9.18,69.71,100.0,51.8165,0.2608,74.3219,0.3741
38,600823,世茂股份,9.14,10.05,100.0,15.0887,0.3017,150.0464,3.0009
39,600828,茂业商业,9.13,5.29,100.0,19.9101,0.2328,376.3438,4.4016
40,600695,绿庭投资,9.05,7.59,100.0,94.2513,0.1839,1240.8807,2.4219
41,600690,青岛海尔,8.96,9.85,100.0,57.8147,0.2616,586.7328,2.6548
42,000510,金路集团,8.92,11.97,100.0,24.6799,0.2394,206.1785,2.0006
43,600841,上柴股份,8.83,18.81,100.0,106.7233,0.3239,567.1874,1.7217
44,600639,浦东金桥,8.82,36.14,100.0,94.7352,0.1941,262.1124,0.5371
45,600866,星湖科技,8.76,9.56,100.0,15.5793,0.2395,162.7968,2.5035
46,600684,珠江实业,8.76,35.77,100.0,41.0221,0.3036,114.6525,0.8485
47,600635,大众公用,8.68,46.73,100.0,17.3688,0.29100000000000004,37.1651,0.6228
48,600660,福耀玻璃,8.64,22.8,100.0,27.4423,0.1489,120.3534,0.6532
49,600870,厦华电子,8.57,4.11,100.0,20.2438,0.3766,492.115,9.1556
50,600826,兰生股份,8.56,2.95,100.0,37.8947,0.2675,1282.5107,9.0553
51,600871,石化油服,8.52,16.14,100.0,710.048,0.1775,4397.339,1.0993
52,600833,第一医药,8.47,14.93,,16.3231,0.1951,109.2588,1.3061
53,600834,申通地铁,8.36,56.68,100.0,22.0003,0.1208,38.8098,0.2132
54,600611,大众交通,8.25,24.3,100.0,51.832,0.3164,213.2705,1.3021
55,600677,航天通信,8.17,4.0,100.0,17.419,0.1604,434.577,4.0019
56,000513,丽珠集团,8.12,15.02,100.0,54.8851,0.2752,365.224,1.8314
57,600846,同济科技,8.11,19.96,100.0,12.5379,0.2503,62.8005,1.2538
58,600844,*ST丹科,8.09,17.76,100.0,28.2024,0.1971,158.7807,1.1102
59,000006,深振业A,8.07,45.93,100.0,32.5167,0.3116,70.7845,0.6785
60,000012,南玻A,8.03,24.37,100.0,81.6729,0.3245,335.0508,1.3315
61,600664,哈药股份,8.03,5.55,100.0,55.4646,0.2195,998.3465,3.9516
62,600816,安信信托,7.95,46.77,100.0,24.1042,0.1753,51.5298,0.3748
63,000043,中航地产,7.94,16.99,100.0,27.4896,0.302,161.7334,1.7772
64,000027,深圳能源,7.91,14.16,100.0,69.8805,0.1985,493.1847,1.401
65,000040,东旭蓝天,7.76,22.48,100.0,36.0447,0.3214,160.274,1.4293
66,600876,洛阳玻璃,7.75,26.51,57.5082,131.195,0.2018,494.853,0.7613
67,600865,百大集团,7.72,5.64,100.0,26.9737,0.2287,478.1699,4.0544
68,600621,华鑫股份,7.7,11.47,100.0,14.323,0.1934,124.7748,1.6851
69,000022,深赤湾A,7.67,30.87,100.0,62.3125,0.1824,201.8226,0.5909
70,000524,岭南控股,7.5,24.69,100.0,32.2086,0.2169,130.433,0.8783
71,000566,海南海药,7.43,49.62,100.0,35.067,0.24600000000000002,70.667,0.4959
72,600820,隧道股份,7.31,5.11,100.0,15.3479,0.182,300.296,3.5611
73,600802,福建水泥,7.3,16.48,100.0,29.9055,0.1447,181.3595,0.8779
74,000530,大冷股份,7.16,10.08,100.0,23.5201,0.1626,233.28,1.6130000000000002
75,000021,深科技,7.15,5.9,100.0,34.1325,0.18,578.4801,3.0511
76,600624,复旦复华,7.1,13.03,100.0,14.6162,0.2487,112.0984,1.9078
77,000559,万向钱潮,7.09,15.66,100.0,17.0225,0.1419,108.6979,0.9065
78,600617,国新能源,7.07,18.68,100.0,20.0193,0.1197,107.1341,0.6407
79,600628,新世界,7.04,8.43,100.0,12.0526,0.2364,142.8497,2.8028
80,600615,丰华股份,7.02,17.01,100.0,16.0344,0.1899,94.2397,1.1162
81,600642,申能股份,7.02,1274.86,100.0,257.1888,0.107,20.1738,0.0083
82,000529,广弘控股,6.98,10.84,100.0,80.7686,0.2927,744.6254,2.6989
83,600830,香溢融通,6.89,4.85,100.0,10.5273,0.2076,216.982,4.2797
84,600838,上海九百,6.88,5.04,100.0,12.0723,0.2414,239.5263,4.7905
85,000551,创元科技,6.87,2.73,100.0,15.7825,0.1948,576.242,7.114
86,600836,界龙实业,6.87,10.5,100.0,10.2688,0.2053,97.7232,1.9544
87,000050,深天马A,6.86,17.15,100.0,12.5,0.1655,72.86,0.965
88,600692,亚通股份,6.82,28.08,100.0,7.0522,0.1405,25.1068,0.5005
89,600622,嘉宝集团,6.81,12.85,100.0,29.0624,0.18899999999999997,226.1427,1.4708
90,600645,中源协和,6.77,20.84,100.0,14.860999999999999,0.1825,71.3027,0.8759
91,000585,东北电气,6.76,10.27,32.5711,65.767,0.0753,640.039,0.7328
92,600662,强生控股,6.72,21.79,100.0,16.0677,0.1907,73.7117,0.875
93,000576,广东甘化,6.67,15.21,100.0,33.1823,0.3765,218.05599999999998,2.4746
94,000539,粤电力A,6.59,35.34,100.0,192.8277,0.2361,545.5647,0.6682
95,000020,深华发A,6.52,14.67,100.0,23.5713,0.111,160.6339,0.7565
96,000531,穗恒运A,6.51,8.26,100.0,21.9655,0.1141,265.9116,1.3819
97,600693,东百集团,6.5,8.58,100.0,14.2743,0.1546,166.1974,1.8003
98,600815,*ST厦工,6.49,11.65,100.0,40.9112,0.1945,350.9532,1.6692
99,000538,云南白药,6.47,32.46,100.0,12.7392,0.1447,39.2393,0.4459
100,600668,尖峰集团,6.45,15.64,100.0,17.9744,0.1202,114.90899999999999,0.7688
101,000023,深天地A,6.44,30.9,100.0,16.3345,0.1791,52.8594,0.5795
102,600616,金枫酒业,6.43,4.75,100.0,9.484,0.1515,199.4017,3.1854
103,600653,申华控股,6.42,30.23,100.0,20.2105,0.1693,66.8421,0.56
104,600696,*ST匹凸,6.38,31.84,100.0,23.6853,0.115,74.3791,0.3613
105,600601,方正科技,6.36,63.48,100.0,14.5497,0.1683,22.9189,0.2652
106,600682,南京新百,6.16,5.21,,24.7194,0.1595,473.9808,3.0591
107,600649,城投控股,6.12,63.08,100.0,101.1357,0.1193,160.3182,0.1891
108,000523,广州浪奇,6.1,6.69,100.0,23.11,0.133,345.0959,1.9861
109,000029,深深房A,6.09,32.43,100.0,150.92,0.179,465.31,0.5519
110,600825,新华传媒,6.01,6.4,100.0,9.6017,0.192,149.8906,2.9978
111,600859,王府井,5.97,5.66,100.0,44.4898,0.2943,785.8755,5.2001
112,000540,中天金融,5.95,18.38,100.0,9.3882,0.1461,51.0687,0.7952
113,600689,上海三毛,5.91,15.98,100.0,15.9335,0.1599,99.6562,1.0006
114,600602,云赛智联,5.89,15.86,100.0,60.7817,0.1258,383.20300000000003,0.7936
