,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000656,金科股份,,,1.17,,,-1467.21,,,02-11
1,000566,海南海药,,,-1.18,,,976.17,,,10-31
2,600240,华业资本,,,4.13,,,-373.23,,,10-31
3,600262,北方股份,,,3.42,,,1019.18,,,10-31
4,600806,*ST昆机,,,2.05,,,354.08,,,10-31
5,600369,西南证券,,,3.32,,,1330.17,,,10-31
6,000875,吉电股份,,,3.8,,,7922.8,,,10-31
7,000088,盐田港,,,3.26,,,41284.8,,,10-31
8,600187,国中水务,,,2.37,,,1556.84,,,10-31
9,600703,三安光电,,,1.4,,,949.08,-60.1,,10-31
10,600758,红阳能源,,,1.53,,,-1173.6,,,10-31
11,600794,保税科技,,,2.55,,,-1212.66,,,10-31
12,600328,兰太实业,,,3.87,5.0,,3253.86,,,10-31
13,600811,东方集团,,,4.15,3.65,,9385.71,,,10-31
14,600617,国新能源,,,1.35,-25.73,,-5827.99,,,10-31
15,600156,华升股份,,,2.78,,,1268.3,,,10-31
16,600277,亿利洁能,,,4.59,4.36,,3096.93,,,10-31
17,600781,辅仁药业,,,1.01,,,-1498.43,,,10-31
18,000809,*ST新城,,,1.12,,,-3174.83,,,10-31
19,600587,新华医疗,,,4.75,15.63,,1536.44,,,10-31
20,600239,云南城投,,,1.95,,,1391.69,,,10-31
21,600751,天海投资,,,2.33,,,632.46,,,10-31
22,600805,悦达投资,,,3.14,,,369.78,,,10-31
23,600839,四川长虹,,,5.95,,,13099.69,,,10-31
24,600875,东方电气,,,1.92,,,-2263.01,,,10-31
25,600666,奥瑞德,,,1.71,,,1680.05,,,10-31
26,600810,神马股份,,,6.05,,,1192.3,,,10-31
27,000685,中山公用,,,1.38,,,701.1,,,10-31
28,600846,同济科技,,,1.55,,,441.6,,,10-31
29,000725,京东方A,,,3.93,,,7220.67,,,10-31
30,600028,中国石化,,,1.69,,,905500.0,,,10-31
31,600062,华润双鹤,,,3.22,,,13890.26,,,10-31
32,000880,潍柴重机,,,2.44,,,3251.03,,,10-31
33,600729,重庆百货,,,2.28,,,4538.07,,,10-31
34,600313,农发种业,,,2.94,,,-1494.32,,,10-31
35,600833,第一医药,,,1.08,,,682.62,-16.13,,10-31
36,600853,龙建股份,,,1.23,,,3364.7,-268.87,,10-31
37,600500,中化国际,,,2.9,,,17885.46,,,10-31
38,600586,金晶科技,,,5.16,12.49,,3006.53,,,10-31
39,600120,浙江东方,,,2.42,,,6857.57,,,10-31
40,000539,粤电力A,,,2.65,,,98718.21,,,10-31
41,000698,沈阳化工,,,3.46,,,1259.4,,,10-31
42,600508,上海能源,,,3.91,,,13197.68,38.25,,10-31
43,600891,秋林集团,,,2.15,,,-2637.31,,,10-31
44,000930,中粮生化,,,4.52,,,5962.95,,,10-31
45,000975,银泰资源,,,2.48,,,3633.54,,,10-31
46,600863,内蒙华电,,,3.89,,,13043.24,,,10-31
47,000820,神雾节能,,,2.55,2.31,,859.8,,,10-31
48,600113,浙江东日,,,3.04,,,294.5,,,10-31
49,600131,岷江水电,,,2.12,5.38,,3385.09,,,10-31
50,600153,建发股份,,,5.49,,,11735.23,,,10-31
51,600275,*ST昌鱼,,,2.38,,,1742.51,,,10-31
52,600779,水井坊,,,2.51,,,1203.5,,,10-31
53,600312,平高电气,,,4.92,,,1874.5,,,10-31
54,600885,宏发股份,,,1.16,,,1355.22,,,10-31
55,600215,长春经开,,,5.37,,,5745.93,,,10-31
56,600259,广晟有色,,,2.04,0.16,,70.34,,,10-31
57,000627,天茂集团,,,1.19,2.77,,1935.96,,,10-31
58,000766,通化金马,,,1.07,,,950.2,,,10-31
59,600183,生益科技,,,1.62,,,6465.25,,,10-31
60,600006,东风汽车,,,3.49,,,53310.62,,,10-31
61,600503,华丽家族,,,4.28,,,1889.23,,,10-31
62,600588,用友网络,,,10.66,,,6349.97,,,10-31
63,000066,中国长城,,,2.82,,,11263.54,,,10-31
64,600623,华谊集团,,,1.21,,,-890.93,,,10-31
65,000927,一汽夏利,,,1.62,,,-58260.02,,,10-31
66,600187,国中水务,,,2.37,,,1556.84,,,10-31
