,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603985,恒润股份,0.4,,,6.58,-0.62,2422.16,,,05-04
1,300643,万通智控,0.04,,,2.81,0.11,541.2,,,05-04
2,300649,杭州园林,0.09,,,2.81,-0.29,450.94,,,05-04
3,603501,韦尔股份,0.08,,,3.51,0.02,2837.04,,,05-03
4,300650,太龙照明,0.04,,,1.15,-0.1,213.04,,,05-02
5,603505,金石资源,0.03,,,1.23,-0.05,517.55,,,05-02
6,002868,绿康生化,0.34,,,12.14,0.41,3089.25,,,05-02
7,300647,超频三,0.09,,,3.51,-0.08,770.09,,,05-02
8,603303,得邦照明,0.23,,,3.78,,4069.13,,,04-29
9,603313,梦百合,0.29,,,7.67,,5135.56,,,04-29
10,603358,华达科技,0.44,,,4.97,,5243.51,,,04-29
11,601375,中原证券,0.04,,,1.54,,12680.99,,,04-29
12,603833,欧派家居,0.11,,,2.13,,4164.77,,,04-29
13,603266,天龙股份,0.25,,,5.22,,1883.1,,,04-29
14,603727,博迈科,0.3,,,5.03,,5208.15,,,04-29
15,603886,元祖股份,-0.16,,,-17.15,,-2914.2,,,04-29
16,603929,亚翔集成,0.62,,,16.65,,9874.71,,,04-29
17,603689,皖天然气,0.14,,,3.34,,3476.4,,,04-29
18,603319,湘油泵,0.19,,,3.18,,1157.47,,,04-29
19,603668,天马科技,0.06,,,2.4,,939.56,,,04-29
20,603033,三维股份,0.17,,,1.71,,1123.58,,,04-29
21,603633,徕木股份,0.07,,,1.37,,627.88,,,04-29
22,601881,中国银河,0.11,,,2.1,,101144.56,,,04-29
23,601366,利群股份,0.15,,,4.1,,10332.99,,,04-29
24,603823,百合花,0.17,,,4.84,,3066.33,,,04-29
25,603717,天域生态,-0.27,,,-7.26,,-3437.71,,,04-29
26,603839,安正时尚,0.28,,,5.17,,6066.28,,,04-29
27,603955,大千生态,0.02,,,0.21,,141.61,,,04-29
