,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603817,海峡环保,0.19,,,,,6307.84,,,02-17
1,603839,安正时尚,0.8,,,16.59,,17029.72,,,02-13
2,603637,镇海股份,0.65,,,,,4967.53,,,02-07
3,300612,宣亚国际,0.4,,,21.89,,2141.78,,,01-25
4,300611,美力科技,0.49,,,10.15,,3111.15,,,01-25
5,300615,欣天科技,0.69,,,,,4164.89,,,01-25
6,603345,安井食品,0.52,,,11.45,,8488.92,,,01-24
7,603955,大千生态,,,,,,3465.44,,,01-23
8,300608,思特奇,-0.78,,,,,-3951.76,,,01-20
9,603040,新坐标,0.7,-12.5,,14.75,,3162.52,-11.63,,01-19
10,300609,汇纳科技,0.13,,,5.67,,992.56,,,01-18
11,002841,视源股份,0.91,,,51.33,1.05,32932.06,,,01-18
12,300610,晨化股份,0.46,,,11.27,0.77,3402.6,,,01-17
13,603677,奇精机械,0.97,,,,,5831.46,,,01-16
14,002848,高斯贝尔,0.1,,,,,3727.73,,,01-16
15,603626,科森科技,0.68,,,,,10725.74,,,01-13
16,603690,至纯科技,0.07,,,,,1154.58,,,01-12
17,300605,恒锋信息,0.41,,,14.91,,2554.03,,,01-12
18,300601,康泰生物,0.14,,,8.43,,5137.75,,,01-12
19,603579,荣泰健康,1.65,,,,,8678.02,,,01-10
20,300606,金太阳,0.34,,,12.48,,2294.54,,,01-10
21,002847,盐津铺子,0.51,,,,,4655.71,,,01-10
22,002846,英联股份,0.35,,,14.25,,3143.72,,,01-10
23,603177,德创环保,,,,,,2152.09,-66.96,,01-10
24,300598,诚迈科技,0.51,,,14.75,-0.04,3031.82,,,01-09
25,300603,立昂技术,,,,,,1341.47,,,01-09
26,300602,飞荣达,0.89,,,17.49,,6662.33,,,01-09
27,603881,数据港,0.3,,,16.64,,4812.51,,,01-09
28,603360,百傲化学,0.48,,,14.71,,4815.77,,,01-09
29,603877,太平鸟,0.66,,,19.2,-0.32,27521.45,,,01-06
30,300600,瑞特股份,1.04,,,22.52,,7826.41,,,01-06
31,603358,华达科技,1.24,,,16.76,,14845.34,,,01-05
32,002845,同兴达,0.75,,,16.71,,5406.06,,,01-05
33,603228,景旺电子,0.9,,,,,32341.59,,,01-05
34,300597,吉大通信,0.2,,,9.4,,3574.1,,,01-04
35,300595,欧普康视,,,,,,6594.87,,,01-04
36,300599,雄塑科技,0.27,,,10.87,-0.06,6137.85,,,01-03
37,603038,华立股份,1.0,-0.99,,12.28,,5023.86,-0.95,,12-30
