,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600999,招商证券,,,,,,6578.48,,,04-20
1,601211,国泰君安,,,,,,15145.56,,,04-08
2,601158,重庆水务,,,,,,2240.71,,,11-09
3,600015,华夏银行,,,,,,49534.97,25.34,,08-23
4,600027,华电国际,,,1.81,7.0,0.26,65764.3,,,01-17
5,600503,华丽家族,,,2.26,-8.11,,-2013.52,-1868.33,,12-22
6,600234,ST山水,,,1.37,,,-2292.55,36.49,,10-30
7,601857,中国石油,,,,,,4601000.0,19.14,,09-03
8,600053,九鼎投资,,,-2.59,,,2069.64,-163.1,,08-31
9,600681,百川能源,,,-2.29,,,-653.34,-75.04,,08-31
10,600007,中国国贸,,,3.04,4.44,,10941.2,-0.75,,08-31
11,600806,*ST昆机,,,2.18,2.33,,1218.03,232.17,,08-31
12,600220,江苏阳光,,,2.39,3.62,,6135.02,-17.04,,08-31
13,600630,龙头股份,,,3.9,,,515.94,-82.32,,08-31
14,000156,华数传媒,,,5.13,-5.82,,-2964.62,-346.27,,08-31
15,600776,东方通信,,,3.74,1.52,,3528.92,-105.52,,08-31
16,600037,歌华有线,,,5.5,4.17,,7957.12,52.78,10派3,08-31
17,600811,东方集团,,,4.74,1.98,,5786.88,5.29,,08-31
18,000034,神州数码,,,0.25,-122.98,,-24402.68,814.03,,08-31
19,000063,中兴通讯,,,6.37,10.19,,51318.18,219.49,,08-31
20,600757,长江传媒,,,2.8,1.8,,2362.97,15.65,,08-31
21,600489,中金黄金,,,2.64,2.31,,1766.2,-7.66,,08-31
22,600846,同济科技,,,1.65,0.77,,351.32,40.87,,08-31
23,600695,绿庭投资,,,0.76,,,-6974.13,-1649.34,,08-31
24,600615,丰华股份,,,1.26,,,335.72,-111.8,,08-31
25,600673,东阳光科,,,1.75,10.77,,1977.67,290.64,,08-31
26,600706,曲江文旅,,,2.49,13.27,,2709.44,180.62,,08-31
27,600767,*ST运盛,,,1.09,,,-3380.91,-1114.73,,08-31
28,600987,航民股份,,,1.93,,,3031.97,,,08-31
29,000001,平安银行,,,2.18,6.96,,28572.07,5.69,,08-31
30,600645,中源协和,,,1.15,-5.22,,-1536.66,-396.03,,08-31
31,000409,山东地矿,,,0.63,7.75,,864.74,-220.17,,08-31
32,000559,万向钱潮,,,4.02,4.22,,6209.79,-20.66,10转10,08-31
33,600095,哈高科,,,2.3,,,20.54,5.47,,08-31
34,600168,武汉控股,,,3.05,1.02,,1384.72,-22.72,,08-31
35,600186,莲花健康,,,2.11,-3.93,,-7506.88,-326.51,,08-31
36,600634,富控互动,,,2.17,-3.72,,-718.14,-787.65,,08-31
37,600420,现代制药,,,4.37,,,1805.68,,,08-31
38,600657,信达地产,,,2.62,-7.03,,-5813.2,-418.15,,08-31
39,600872,中炬高新,,,2.84,1.02,,1312.33,68.41,,08-31
