,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603299,井神股份,0.17,,,5.84,,8134.72,,,12-16
1,603223,恒通股份,0.28,,,11.73,,2551.36,,,06-10
2,601968,宝钢包装,0.09,,,,,5601.16,,,04-23
3,300505,川金诺,0.49,,,,,3454.13,,,04-19
4,601881,中国银河,0.14,,,5.27,,86575.4,,,04-08
5,600958,东方证券,0.13,,,,,55160.12,-15.77,,01-21
6,600977,中国电影,,,,,,37838.0,,,01-16
7,300567,精测电子,,,,,,832.07,,,11-05
8,603166,福达股份,0.19,,1.55,12.84,-0.06,7276.03,,,10-23
9,601579,会稽山,0.24,,2.63,9.51,,7298.16,,,10-23
10,002703,浙江世宝,0.19,,2.6,7.53,0.07,4985.02,,,09-28
11,603168,莎普爱思,0.82,,4.57,18.43,0.29,4037.68,,,09-28
12,002702,海欣食品,0.53,,5.17,10.67,0.84,2808.1,,,09-17
13,002701,奥瑞金,0.9,,5.24,18.79,1.35,20646.42,,,09-12
14,300356,光一科技,0.51,,4.06,13.39,-0.1,3312.93,,,09-11
15,601016,节能风电,0.11,,,6.7,0.2,17105.13,,,09-06
16,002782,可立克,0.26,,2.54,10.87,0.17,3345.0,,,09-03
17,600509,天富能源,0.16,10.56,3.35,4.52,-0.28,10279.43,10.5,,08-31
18,000960,锡业股份,0.09,-78.24,5.73,1.47,0.11,7710.37,-78.25,,08-31
19,600973,宝胜股份,0.14,-207.69,6.0,1.9,-0.05,3405.76,-230.68,,08-31
20,600583,海油工程,0.06,-185.71,2.46,2.36,0.16,22450.88,-186.21,,08-31
21,000592,平潭发展,-0.02,-197.73,1.17,-1.82,0.09,-1819.54,-226.94,,08-31
22,601200,上海环境,,,,,,6407.65,,,08-31
23,600708,光明地产,0.06,-41.08,2.42,2.33,0.37,2967.63,-41.04,,08-31
24,600811,东方集团,0.25,56.61,4.24,6.18,0.0,41629.11,56.58,,08-31
25,000876,新希望,0.57,-5.0,6.26,9.74,0.29,99665.24,100.85,,08-31
26,600098,广州发展,0.19,56.62,4.51,3.61,0.42,43897.4,78.6,,08-31
