,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,000033,*ST新都,,,,,,,,,12-23
1,600815,*ST厦工,,,1.0,,,967.74,,,12-06
2,000031,中粮地产,,,,,,,,,09-23
3,000029,深深房A,,,,,,9274.5,,,09-10
4,000516,国际医学,,,,,,73.64,,,07-30
5,000517,荣安地产,,,,,,186.32,,,07-30
6,000028,国药一致,,,,,,711.84,,,07-27
7,000514,渝开发,,,,,,760.69,,,07-06
8,000026,飞亚达A,,,,,,,,,05-26
9,000023,深天地A,,,,,,,,,04-29
10,000027,深圳能源,,,,,,,,,04-11
11,600603,广汇物流,,,1.07,,,123.13,1129.35,,01-10
12,600848,上海临港,,,,,,1541.25,,,12-31
13,600655,豫园商城,,,1.66,,,527.33,,,12-31
14,600858,银座股份,,,,,,26.95,,,12-31
15,000030,富奥股份,,,,,,2078.2,,,12-31
16,000531,穗恒运A,,,,,,223.91,,,12-31
17,600671,天目药业,,,,,,323.69,,,12-31
18,600826,兰生股份,,,,,,3289.87,,,12-31
19,000001,平安银行,,,2.63,,,7087.5,64.75,10派3送4,12-31
20,000501,鄂武商A,,,1.12,,,,,,12-31
21,600677,航天通信,,,,,,774.55,,,12-31
22,600836,界龙实业,,,,,,395.15,,,12-31
23,600847,*ST万里,,,,,,538.0,,,12-31
24,000021,深科技,,,,,,32.76,,,12-31
25,600654,*ST中安,,,1.2,,,42.05,,,12-31
26,600809,山西汾酒,,,,,,,,,12-31
27,600856,中天能源,,,,,,414.5,,,12-31
28,000529,广弘控股,,,,,,1265.74,,,12-31
29,600668,尖峰集团,,,,,,309.57,,,12-31
30,600825,新华传媒,,,,,,332.59,,,12-31
31,600864,哈投股份,,,,,,749.6,,,12-31
32,000046,泛海控股,,,,,,765.2,,,12-31
33,600601,方正科技,,,1.54,,,50.96,,,12-31
34,600676,交运股份,,,,,,1654.7,,,12-31
35,600835,上海机电,,,,,,6767.0,,,12-31
36,600846,同济科技,,,,,,424.4,,,12-31
37,000019,深深宝A,,,,,,977.53,,,12-31
38,000513,丽珠集团,,,,,,2394.57,,,12-31
39,600653,申华控股,,,1.46,,,10.04,,,12-31
40,600808,马钢股份,,,,,,13623.5,,,12-31
41,600854,春兰股份,,,,,,1051.5,,,12-31
42,000523,广州浪奇,,,,,,1241.8,,,12-31
43,600667,太极实业,,,,,,1908.0,,,12-31
44,600822,上海物贸,,,,,,81.66,,,12-31
45,600863,内蒙华电,,,,,,592.97,,,12-31
46,000040,东旭蓝天,,,,,,1971.78,,,12-31
47,000564,供销大集,,,,,,165.68,,,12-31
48,600675,中华企业,,,,,,338.57,,,12-31
49,600830,香溢融通,,,,,,124.12,,,12-31
50,600844,*ST丹科,,,,,,1632.0,,,12-31
51,000017,深中华A,,,,,,358536.14,,,12-31
52,000510,金路集团,,,1.0,,,464.31,,,12-31
53,600652,游久游戏,,,1.7,,,3.79,,,12-31
54,600690,青岛海尔,,,1.06,,,3922.97,,,12-31
55,600853,龙建股份,,,,,,5750.07,,,12-31
56,000521,美菱电器,,,,,,2031.24,,,12-31
57,600666,奥瑞德,,,,,,736.25,,,12-31
58,600820,隧道股份,,,,,,1113.7,,,12-31
59,600861,北京城乡,,,1.54,,,112.31,,,12-31
60,600608,*ST沪科,,,1.01,,,177.11,,,12-31
61,600678,四川金顶,,,,,,1367.02,,,12-31
62,600837,海通证券,,,,,,,,,12-31
63,000006,深振业A,,,,,,682.16,,,12-31
64,000505,*ST珠江,,,1.42,,,,,,12-31
65,600655,豫园商城,,,1.66,,,527.33,,,12-31
66,600848,上海临港,,,,,,1541.25,,,12-31
67,600671,天目药业,,,,,,323.69,,,12-31
68,600826,兰生股份,,,,,,3289.87,,,12-31
69,600858,银座股份,,,,,,26.95,,,12-31
70,000030,富奥股份,,,,,,2078.2,,,12-31
71,000531,穗恒运A,,,,,,223.91,,,12-31
72,600677,航天通信,,,,,,774.55,,,12-31
73,600836,界龙实业,,,,,,395.15,,,12-31
74,000001,平安银行,,,2.63,,,7087.5,64.75,10派3送4,12-31
75,000501,鄂武商A,,,1.12,,,,,,12-31
76,600654,*ST中安,,,1.2,,,42.05,,,12-31
77,600809,山西汾酒,,,,,,,,,12-31
78,600847,*ST万里,,,,,,538.0,,,12-31
79,000021,深科技,,,,,,32.76,,,12-31
