,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,601238,广汽集团,0.45,,,,,156963.24,,,04-02
1,601668,中国建筑,0.1,,,,,188733.2,,,12-11
2,601727,上海电气,0.13,,1.67,8.14,-0.06,159621.9,,,11-11
3,300077,国民技术,,,,,,1280.58,,,10-13
4,002504,*ST弘高,,,,,,1250.72,,,10-10
5,002529,海源机械,0.21,,,,,2541.02,,,10-09
6,002683,宏大爆破,,,,,,645.34,,,10-09
7,002371,北方华创,0.47,,,,,2300.57,,,10-09
8,601107,四川成渝,0.11,28.96,,,,29129.4,28.77,,09-29
9,601800,中国交建,,,,,,220000.0,,,09-26
10,002594,比亚迪,0.29,-75.63,,,,59566.4,-7.07,,09-25
11,002274,华昌化工,1.35,,6.52,23.22,1.52,20323.33,,,09-05
12,600242,中昌数据,0.01,-108.36,-2.24,,0.01,160.26,-108.42,,08-30
13,600637,东方明珠,0.01,3.15,3.22,0.38,-0.26,928.05,13.39,,08-30
14,000033,*ST新都,-0.01,-12.98,0.91,-1.25,0.05,-374.83,-13.29,,08-30
15,600741,华域汽车,0.04,-63.64,2.13,1.67,0.34,5228.81,-54.27,,08-30
16,600811,东方集团,0.1,8.9,4.11,2.54,-0.2,11112.36,30.75,,08-30
17,600870,厦华电子,-0.64,33.33,-0.94,,-0.75,-23645.62,33.4,,08-30
18,000635,英力特,0.52,41.46,3.05,18.23,2.13,7170.6,41.32,,08-30
19,600887,伊利股份,0.15,-65.91,5.58,2.74,1.59,11686.27,-48.6,,08-30
20,002113,天润数娱,0.05,-72.22,5.86,0.87,-1.31,377.4,-70.89,,08-30
21,600022,山东钢铁,0.78,56.32,4.29,18.2,0.7,105801.69,57.86,,08-30
22,600781,辅仁药业,0.07,40.0,0.87,,-0.16,1293.92,40.45,,08-30
23,600455,博通股份,-0.25,-1350.0,2.89,-8.22,0.18,-1546.58,-1675.05,,08-30
24,600104,上汽集团,0.3,-27.71,5.72,5.2,1.63,196516.41,-27.64,,08-30
25,600183,生益科技,0.19,-17.39,2.2,8.5,0.32,17760.35,-18.36,,08-30
26,600648,外高桥,-0.01,-64.91,2.38,-0.43,-0.63,-675.43,-68.15,,08-30
27,600091,ST明科,-0.16,-2328.57,5.34,-2.88,-0.05,-5261.82,-2394.54,,08-30
28,600864,哈投股份,0.08,-91.73,7.13,0.72,-0.33,2262.59,-91.75,,08-30
29,002075,沙钢股份,-0.24,-400.0,0.88,,0.22,-9517.37,-407.26,,08-30
30,000014,沙河股份,-0.13,445.87,1.56,-8.11,-0.8,-2665.34,719.05,,08-30
31,600299,安迪苏,0.29,-27.91,6.18,4.73,0.63,14929.37,3.09,,08-30
32,000613,*ST东海A,0.01,-183.82,0.21,2.75,0.0,205.74,-182.99,,08-30
33,000752,西藏发展,0.04,13.51,1.95,2.15,0.06,1105.53,11.81,,08-30
34,600248,延长化建,-0.08,-52.94,-0.07,,-0.01,-1105.68,-54.22,,08-30
35,000620,新华联,-0.0,-212.5,0.01,,-0.0,-50.58,-292.79,,08-30
36,600182,S佳通,0.03,-73.68,1.06,2.38,0.04,846.49,-73.88,,08-30
