,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600239,云南城投,,,1.82,,,-76.09,-188.86,,07-13
1,600615,丰华股份,,,1.4,,,-181.11,-66.37,,05-22
2,000683,远兴能源,,,0.97,-4.42,,-2013.81,225.5,,05-15
3,600568,中珠医疗,,,6.29,,,167.47,-33.36,,04-30
4,000011,深物业A,,,0.88,,,11.81,64.76,,04-30
5,600257,大湖股份,,,6.41,,,763.85,71.25,,04-30
6,000931,中关村,,,1.3,,,-2519.23,-36.51,,04-30
7,600028,中国石化,,,1.96,,,743000.0,27.82,,04-30
8,600796,钱江生化,,,3.36,,,828.56,63.97,,04-30
9,600090,同济堂,,,-2.45,,,-987.41,11.4,,04-30
10,000880,潍柴重机,,,1.78,,,88.71,28.88,,04-30
11,600698,湖南天雁,,,0.37,,,218.29,-229.36,,04-30
12,600393,粤泰股份,,,2.35,,,415.54,1525.4,,04-30
13,600035,楚天高速,,,2.18,,,4086.58,30.99,,04-30
14,600613,神奇制药,,,1.09,,,-831.49,61.84,,04-30
15,600287,江苏舜天,,,3.89,,,2430.96,26.41,,04-30
16,000539,粤电力A,,,3.09,,,33591.48,41.48,,04-30
17,600721,百花村,,,1.52,,,594.95,60.66,,04-30
18,000601,韶能股份,,,5.14,,,2239.05,-22.02,,04-30
19,600015,华夏银行,,,2.54,,,26692.47,,,04-30
20,600050,中国联通,,,2.03,,,78225.79,19.32,,04-30
21,600807,天业股份,,,0.54,,,-1059.52,-8.1,,04-30
22,600824,益民集团,,,3.82,,,1560.29,25.34,,04-30
23,600083,博信股份,,,0.08,,,31.99,-51.44,,04-30
24,600522,中天科技,,,2.71,,,152.83,-4.51,,04-30
25,600894,广日股份,,,2.85,,,10618.77,341.79,,04-30
26,000029,深深房A,,,1.11,,,-1825.76,-23.64,,04-30
27,600329,中新药业,,,4.38,,,2419.9,-11.75,,04-30
28,600369,西南证券,,,2.81,,,-1851.11,-2332.95,,04-30
29,000718,苏宁环球,,,1.03,,,-3292.8,-25.36,,04-30
30,600528,中铁工业,,,4.39,,,1848.23,0.25,,04-30
31,600555,海航创新,,,5.15,,,1504.71,-53.41,,04-30
32,000034,神州数码,,,0.93,,,-3198.08,128.56,,04-30
33,600241,时代万恒,,,4.11,,,518.51,21.49,,04-30
34,600643,爱建集团,,,3.37,,,2477.29,-311.79,,04-30
35,600681,百川能源,,,-2.24,,,-210.95,-66.8,,04-30
36,600715,文投控股,,,0.5,,,-580.17,-35.99,,04-30
37,600007,中国国贸,,,3.12,,,5085.2,0.01,,04-30
38,600095,哈高科,,,2.29,,,-350.51,284.66,,04-30
39,600871,石化油服,,,2.29,,,11633.5,84.52,,04-30
40,600130,波导股份,,,8.27,,,5050.59,2.97,,04-30
41,600667,太极实业,,,1.38,,,430.37,-125.62,,04-30
42,000519,中兵红箭,,,2.46,,,200.64,-47.11,,04-30
43,600322,天房发展,,,3.96,,,270.8,-143.3,,04-30
44,600753,东方银星,,,0.78,,,-120.89,-148.45,,04-30
45,600806,*ST昆机,,,2.13,,,18.3,55.81,,04-30
46,600503,华丽家族,,,3.51,,,-906.08,288.96,,04-30
47,600860,*ST京城,,,2.92,,,2771.04,32.45,,04-30
48,000792,盐湖股份,,,2.32,,,1929.34,30.29,,04-30
49,600600,青岛啤酒,,,3.38,,,6380.55,6.85,,04-30
50,600654,*ST中安,,,2.5,,,800.98,24.05,,04-30
51,600741,华域汽车,,,2.27,,,3002.92,-18.38,,04-30
52,600758,红阳能源,,,0.5,,,-490.69,-42.14,,04-30
53,600794,保税科技,,,1.4,,,274.43,34.12,,04-30
54,600054,黄山旅游,,,2.23,,,-1334.06,-41.42,,04-30
55,600811,东方集团,,,4.71,,,1769.15,11.53,,04-30
