,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002831,裕同科技,0.68,,,,,10138.75,,,07-20
1,603799,华友钴业,0.16,,,,,5742.52,,,07-20
2,300316,晶盛机电,0.8,,0.93,146.86,0.8,7987.17,,,04-20
3,603123,翠微股份,0.9,,2.48,42.24,2.54,13491.11,,,04-10
4,300313,天山生物,0.14,,0.63,16.32,-0.09,511.27,,,04-06
5,300343,联创互联,0.11,,1.39,47.1,0.7,342.42,,,03-15
6,300346,南大光电,0.26,,0.98,31.43,0.24,993.54,,,03-14
7,300306,远方光电,0.36,,6.35,17.81,1.96,1165.42,,,03-12
8,002665,首航节能,0.2,,1.06,22.33,0.33,1484.66,,,03-07
9,300344,太空板业,0.07,,2.26,6.27,-0.05,434.6,,,03-06
10,300337,银邦股份,,,,27.62,,5722.72,,,03-02
11,300302,同有科技,0.13,,0.79,17.7,0.43,575.84,,,03-02
12,002701,奥瑞金,,,,21.25,0.11,9660.26,,,03-01
13,300299,富春股份,0.23,,0.49,63.38,0.09,1170.75,,,02-29
14,300339,润和软件,0.44,,1.74,28.54,-0.18,1332.02,,,02-23
15,002691,冀凯股份,,,,30.49,0.58,4414.24,,,02-17
16,002690,美亚光电,,,,15.54,0.66,7138.34,,,02-15
17,300319,麦捷科技,0.26,,1.48,17.13,0.32,1030.39,,,02-10
18,603168,莎普爱思,0.37,,1.91,21.22,0.31,1805.69,,,02-08
19,002682,龙洲股份,0.6,,2.58,27.59,0.55,5796.28,,,02-03
20,002685,华东重机,,,2.25,21.29,-0.17,1846.23,,,02-01
21,002699,美盛文化,,,0.41,38.44,0.15,933.87,,,02-01
22,002655,共达电声,0.54,,,42.31,0.59,4886.01,,,01-31
23,300289,利德曼,0.23,,0.73,36.6,0.19,2616.23,,,01-30
24,601929,吉视传媒,0.04,,,5.53,0.12,2860.41,,,01-30
25,002696,百洋股份,,,,31.74,,2904.46,,,01-30
26,300290,荣科科技,0.59,,1.71,54.42,-0.2,730.17,,,01-30
27,601515,东风股份,1.02,,1.65,75.7,0.94,50780.29,,,01-20
28,601231,环旭电子,0.03,,3.17,0.99,0.79,3014.44,,,01-19
29,002654,万润科技,0.44,,,31.21,0.24,2173.32,,,01-18
30,603002,宏昌电子,0.09,,,7.12,0.39,2587.31,,,01-12
31,601163,三角轮胎,,,,,,4686.34,,,01-12
32,603128,华贸物流,0.3,,,15.0,0.51,9005.97,,,01-12
33,002671,龙泉股份,0.37,,1.59,53.07,1.13,2031.92,,,01-12
34,300291,华录百纳,1.5,,5.72,32.48,-0.9,1594.92,,,01-11
35,603000,人民网,,,4.31,40.95,3.35,1447.12,,,01-09
36,601038,一拖股份,0.09,,,3.02,0.39,7856.66,,,01-06
37,300329,海伦钢琴,0.32,,1.95,20.59,-0.28,1625.98,,,01-06
38,300315,掌趣科技,0.02,,0.16,13.96,0.01,259.58,,,01-06
39,300288,朗玛信息,0.23,,3.03,35.6,0.62,917.17,,,01-06
40,300287,飞利信,0.18,,1.15,18.5,0.25,1051.47,,,01-06
41,300312,邦讯技术,0.06,,,11.14,0.05,228.9,,,01-06
42,300317,珈伟股份,,,17.31,42.88,,1899.63,,,01-06
43,002676,顺威股份,0.29,,1.48,21.85,-0.11,2291.73,,,01-05
44,300330,华虹计通,0.54,,1.99,30.04,0.95,1678.1,,,01-05
45,300308,中际装备,0.68,,7.16,51.3,2.2,3047.76,,,01-05
46,603861,白云电器,0.09,,2.51,3.79,-0.05,1754.95,,,01-05
47,002677,浙江美大,0.42,,,35.32,1.34,6285.38,,,01-05
48,300311,任子行,,,0.71,63.2,0.38,1811.88,,,12-31
49,002675,东诚药业,0.33,,1.41,21.77,0.77,1506.51,,,12-31
50,603333,明星电缆,0.32,,,27.2,0.15,7986.93,,,12-31
51,300327,中颖电子,0.42,,1.67,25.33,0.63,4035.77,,,12-31
52,601965,中国汽研,,,1.69,10.86,0.14,6387.58,,,12-31
53,002799,环球印务,0.25,,,19.01,0.36,1897.41,,,12-31
54,002670,国盛金控,,,1.89,18.88,0.48,4322.2,,,12-30
55,002652,扬子新材,0.28,,1.44,22.06,0.42,2215.42,,,12-30
56,300305,裕兴股份,0.49,-56.25,26.01,40.94,14.8,2288.58,-2.54,,12-29
57,300320,海达股份,0.43,,2.67,17.56,0.34,2149.82,,,12-29
58,300314,戴维医疗,0.41,,1.37,27.7,0.2,2480.72,,,12-29
59,002653,海思科,0.58,,214.95,166.16,0.19,19508.67,,,12-27
60,601313,江南嘉捷,0.35,,,24.13,0.31,5897.76,,,12-27
61,002674,兴业科技,0.37,,2.04,19.79,0.48,6621.53,,,12-23
62,300286,安科瑞,0.94,,2.1,39.74,0.76,1375.95,,,12-23
63,002661,克明面业,0.27,,1.37,21.96,-0.05,1615.5,,,12-23
64,300285,国瓷材料,0.26,,1.01,40.05,0.02,1192.37,,,12-23
65,002659,中泰桥梁,0.26,,,19.28,0.78,3071.54,,,12-23
66,002669,康达新材,,,,14.96,2.57,1106.29,,,12-22
67,002658,雪迪龙,,,,47.29,,4326.98,,,12-22
68,002660,茂硕电源,0.29,,1.72,26.24,0.27,1836.7,,,12-22
69,300300,汉鼎宇佑,0.17,,1.13,15.17,0.15,584.62,,,12-22
70,300284,苏交科,0.4,,1.62,20.79,0.36,7116.16,,,12-20
71,300283,温州宏丰,0.18,,1.58,19.6,1.18,896.79,,,12-20
72,002657,中科金财,0.57,,2.07,32.07,0.17,2382.2,,,12-19
73,300326,凯利泰,0.4,,0.43,135.11,0.38,1359.36,,,12-19
74,002651,利君股份,0.47,,,47.76,,17022.11,,,12-16
75,002672,东江环保,0.91,,,24.83,1.14,11444.25,,,12-16
76,601388,怡球资源,0.14,,1.12,5.95,1.55,3900.99,,,12-16
77,300304,云意电气,0.22,,1.04,59.62,-0.15,476.33,,,12-15
78,002650,加加食品,,,2.43,61.21,1.24,6942.26,,,12-15
79,002649,博彦科技,0.33,,1.63,22.62,0.46,2493.22,,,12-15
80,300309,吉艾科技,0.54,,0.67,110.9,-0.05,3869.56,,,12-12
81,601339,百隆东方,0.8,,3.34,40.7,0.99,48126.46,,,12-12
82,300296,利亚德,0.27,,1.14,26.5,0.26,1620.12,,,12-12
83,300301,长方集团,0.04,,1.03,3.9,-0.24,133.35,,,12-12
84,300282,汇冠股份,0.42,68.0,4.18,49.68,1.68,1332.21,68.13,,12-09
85,300281,金明精机,0.43,,2.75,41.24,0.28,1302.48,,,12-09
86,300280,南通锻压,0.53,,1.82,33.78,0.52,4203.83,,,12-09
87,300279,和晶科技,0.28,,3.43,46.39,-1.22,859.57,,,12-09
88,300310,宜通世纪,0.59,,1.28,60.43,0.63,3115.84,,,12-09
89,002647,民盛金科,0.17,,2.01,8.57,0.68,2090.52,,,12-08
90,300303,聚飞光电,1.55,,3.34,54.68,0.53,3023.88,,,12-08
91,300307,慈星股份,0.34,,4.61,34.21,5.09,3371.42,,,12-08
92,300358,楚天科技,0.26,,0.52,57.58,0.33,1545.59,,,12-08
93,002648,卫星石化,0.52,,3.45,34.3,2.68,5397.12,,,12-08
94,002644,佛慈制药,0.36,,3.58,10.17,0.01,2160.92,,,12-05
95,002646,青青稞酒,0.15,,,43.9,,4918.39,,,12-02
96,002645,华宏科技,0.59,,3.0,22.15,0.75,2938.94,,,12-02
97,002666,德联集团,,,,17.01,0.2,5280.81,,,12-02
98,002642,荣之联,0.42,,2.53,18.11,0.08,2495.47,,,11-30
99,002643,万润股份,0.91,,2.36,47.5,0.63,9362.43,,,11-30
100,300278,华昌达,0.19,,1.61,42.8,-0.06,554.02,,,11-29
101,300292,吴通控股,0.48,,5.07,30.06,2.05,1243.45,,,11-28
102,601555,东吴证券,0.18,,,9.82,-3.42,22657.05,-77.59,,11-25
103,300297,蓝盾股份,0.33,,1.43,29.36,0.12,1842.15,,,11-24
104,300321,同大股份,0.84,-15.51,3.29,30.04,1.76,2405.05,5.74,,11-24
105,601336,新华保险,0.54,,,25.34,25.19,64900.0,64.63,,11-22
106,300477,合纵科技,,,1.66,,,1476.22,,,11-21
107,603729,龙韵股份,0.58,,,78.6,-0.21,1716.87,,,11-21
108,002641,永高股份,0.71,,3.45,22.06,2.04,7104.76,,,11-18
109,002688,金河生物,0.19,,2.03,10.04,0.14,1586.96,,,11-18
110,002662,京威股份,0.55,,,43.05,0.53,12377.94,,,11-17
111,002640,跨境通,0.7,,1.83,40.75,0.07,2101.17,,,11-17
112,002634,棒杰股份,0.33,,1.91,19.16,0.3,1667.5,,,11-17
113,300532,今天国际,1.51,,2.54,107.78,2.68,1211.18,,,11-16
114,300483,沃施股份,0.3,,1.41,13.76,0.34,909.67,,,11-16
115,601928,凤凰传媒,0.23,,2.15,11.21,0.3,45289.72,,,11-11
116,002667,鞍重股份,0.24,,1.37,19.32,0.58,966.98,,,11-11
