,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603501,韦尔股份,0.1,25.0,2.22,4.32,0.19,3596.67,26.78,,05-03
1,002868,绿康生化,0.29,-14.71,3.31,9.32,0.25,2651.62,-14.17,,05-02
2,300650,太龙照明,0.08,100.0,4.84,1.74,0.17,394.65,85.25,,05-02
3,300647,超频三,0.09,0.0,3.08,3.09,-0.14,841.71,9.3,,05-02
4,603505,金石资源,0.04,33.33,2.64,1.41,0.08,663.71,28.24,,05-02
5,000425,徐工机械,0.03,2800.0,,0.98,,20181.88,1809.98,,04-29
6,603198,迎驾贡酒,0.36,12.5,,7.07,,28824.65,12.94,,04-29
7,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
8,000532,华金资本,0.01,-42.93,,0.5,,361.4,-43.08,,04-29
9,600170,上海建工,0.07,-12.5,,2.21,,49998.58,0.63,,04-29
10,600965,福成股份,0.03,-40.0,,1.4,,2477.04,-39.24,,04-29
11,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
12,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
13,600984,建设机械,-0.02,-54.55,,-0.32,,-1017.45,-54.6,,04-29
14,600207,安彩高科,-0.02,,,-0.95,,-1786.19,-2544.02,,04-29
15,000613,*ST东海A,0.01,65.0,,3.19,,241.03,66.42,,04-29
16,002047,宝鹰股份,0.05,25.0,,2.3,,6306.08,17.1,,04-29
17,600241,时代万恒,-0.04,-33.33,,-1.36,,-847.32,-36.09,,04-29
18,000633,*ST合金,-0.02,-22.75,,-4.25,,-757.13,-22.81,,04-29
19,600261,阳光照明,0.08,14.29,,3.62,,11638.21,15.68,,04-29
20,600653,申华控股,-0.04,-12.22,,-3.52,,-8245.72,-5.81,,04-29
21,002416,爱施德,0.09,46.55,,1.63,,8732.35,52.98,,04-29
22,600299,安迪苏,0.12,-42.86,,2.58,,31655.28,-43.54,,04-29
23,000705,浙江震元,0.03,32.26,,0.84,,1097.39,32.56,,04-29
24,600690,青岛海尔,0.29,8.78,,6.38,,173876.36,8.89,,04-29
25,002432,九安医疗,-0.04,-4.65,,-1.04,,-1597.75,10.9,,04-29
26,002127,南极电商,0.02,0.0,,1.67,,2581.92,58.28,,04-29
27,601618,中国中冶,0.07,0.0,,2.35,,144173.8,5.61,,04-29
28,002143,印纪传媒,0.1,11.89,,4.78,,11136.4,13.91,,04-29
29,601880,大连港,0.01,-53.09,,0.88,,15625.94,26.75,,04-29
30,002480,新筑股份,-0.07,-4.75,,-1.91,,-4401.48,-4.76,,04-29
31,603999,读者传媒,0.05,0.0,,0.86,,1427.08,20.67,,04-29
32,600757,长江传媒,0.12,9.09,,2.49,,13967.87,0.63,,04-29
33,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
34,002191,劲嘉股份,0.13,-27.78,,3.77,,17564.83,-26.12,,04-29
35,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
36,000036,华联控股,0.66,702.42,,20.18,,75841.14,715.08,,04-29
37,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
38,603020,爱普股份,0.11,-69.42,,1.97,,3639.25,-38.83,,04-29
39,000060,中金岭南,0.1,-600.0,,2.81,,21878.81,-513.49,,04-29
40,000899,赣能股份,0.07,-51.43,,1.51,,7270.97,-51.42,,04-29
41,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
42,600137,浪莎股份,0.04,-2.7,,0.76,,345.94,-2.8,,04-29
43,000519,中兵红箭,-0.01,-227.84,,-0.24,,-1736.13,-272.7,,04-29
44,000968,*ST煤气,0.1,-120.52,,5.31,,7481.22,-129.88,,04-29
45,600886,国投电力,0.14,-25.1,,3.17,,93000.71,-25.07,,04-29
46,600158,中体产业,-0.02,11.11,,-0.8,,-1264.4,11.38,,04-29
47,000538,云南白药,0.7,16.67,,4.47,,72514.19,16.6,,04-29
48,600551,时代出版,0.23,2.78,,2.27,,11597.1,2.74,,04-29
49,600176,中国巨石,0.19,-40.55,,4.2,,47031.58,30.77,,04-29
50,600193,创兴资源,0.01,350.0,,1.54,,402.46,280.03,,04-29
51,600587,新华医疗,0.11,0.0,,1.35,,4407.97,2.8,,04-29
52,002373,千方科技,0.06,-40.0,,1.93,,6343.81,10.24,,04-29
53,600641,万业企业,0.15,72.1,,2.65,,11735.52,72.13,,04-29
54,002100,天康生物,0.11,10.0,,4.0,,10729.95,11.12,,04-29
55,002421,达实智能,0.02,-58.64,,1.42,,4028.56,22.81,,04-29
56,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
57,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
58,002780,三夫户外,-0.04,-500.0,,-0.76,,-295.78,-617.53,,04-29
59,600362,江西铜业,0.16,166.67,,1.11,,54125.09,168.78,,04-29
60,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
61,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
62,002131,利欧股份,0.09,0.0,,2.01,,15010.86,12.14,,04-29
63,002452,长高集团,0.04,-17.78,,1.44,,1924.45,-18.46,,04-29
64,600362,江西铜业,0.16,166.67,,1.11,,54125.09,168.78,,04-29
65,600745,中茵股份,0.22,2100.0,5.73,3.78,0.53,13794.28,2291.83,,04-29
66,000803,*ST金宇,-0.11,83.33,,-24.99,,-1364.36,76.65,,04-29
67,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
68,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
69,000040,东旭蓝天,0.03,-57.81,,0.33,,3603.38,20.62,,04-29
70,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
71,600068,葛洲坝,0.13,-6.43,,2.64,,74641.36,15.59,,04-29
72,000065,北方国际,0.14,16.67,,2.17,,6994.4,120.45,,04-29
73,000883,湖北能源,0.07,11.48,,1.84,,44127.99,10.85,,04-29
74,603058,永吉股份,0.06,0.0,,3.13,,2474.95,17.57,,04-29
75,600477,杭萧钢构,0.11,151.11,,5.43,,12054.78,229.36,,04-29
76,000903,云内动力,0.14,38.78,,2.63,,11919.12,52.28,,04-29
77,600833,第一医药,0.06,6.07,,1.87,,1402.69,6.0,,04-29
78,603101,汇嘉时代,0.14,16.62,,2.69,,3300.1,55.51,,04-29
79,000410,*ST沈机,-0.35,114.72,,-50.88,,-26710.48,114.62,,04-29
80,600496,精工钢构,0.01,-35.43,,0.57,,2168.53,-35.53,,04-29
81,600853,龙建股份,-0.01,-27.67,,-0.8,,-617.78,-27.55,,04-29
82,000928,中钢国际,0.15,-7.02,,2.38,,10170.02,1.09,,04-29
83,600125,铁龙物流,0.07,65.85,,1.75,,8821.09,65.15,,04-29
84,002586,围海股份,-0.0,-132.08,,-0.08,,-126.73,-132.69,,04-29
85,000503,海虹控股,-0.04,46.94,,-2.77,,-3883.77,46.94,,04-29
86,600145,*ST新亿,-0.0,-92.86,,-0.06,,-17.49,-91.66,,04-29
87,000524,岭南控股,0.06,162.5,,3.07,,3385.52,418.13,,04-29
88,600537,亿晶光电,0.01,-93.75,,0.31,,937.9,-89.96,,04-29
89,000972,*ST中基,-0.03,-7.56,,-2.52,,-2072.56,-7.65,,04-29
90,002618,丹邦科技,0.02,-39.55,,0.47,,792.87,20.92,,04-29
91,000543,皖能电力,-0.02,-110.31,,-0.36,,-4002.83,-111.55,,04-29
92,000993,闽东电力,0.0,-87.4,,0.12,,180.75,-87.3,,04-29
93,600576,万家文化,0.04,115.79,,1.42,,2609.41,112.85,,04-29
94,600978,宜华生活,0.11,22.22,,2.14,,16030.21,21.31,,04-29
95,600593,大连圣亚,-0.1,-1.43,,-2.4,,-950.72,-1.39,,04-29
96,002024,苏宁云商,0.01,-125.0,,0.12,,7825.2,-126.43,,04-29
97,603568,伟明环保,0.18,0.0,,6.1,,12061.92,45.69,,04-29
98,000626,远大控股,0.16,-80.37,,3.33,,9590.25,-41.97,,04-29
99,002377,国创高新,-0.02,-19.62,,-1.18,,-908.83,-19.4,,04-29
100,600255,鑫科材料,0.01,-150.0,,0.42,,1410.84,-135.64,,04-29
101,000655,金岭矿业,0.03,-123.57,,0.76,,1981.71,-124.55,,04-29
