,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002529,海源机械,0.06,,,3.24,,653.27,,,10-09
1,002371,北方华创,0.26,,,6.14,,1282.45,,,10-09
2,000603,盛达矿业,0.02,218.84,0.57,,-0.08,308.18,219.81,,08-29
3,002269,美邦服饰,0.23,,1.34,19.0,0.7,14051.55,,,08-04
4,601766,中国中车,0.05,,0.67,8.1,-0.42,36754.98,,,07-28
5,002259,升达林业,0.03,9.21,1.6,,-0.1,418.29,9.64,,07-15
6,002258,利尔化学,0.27,-40.0,2.34,,-0.03,2701.62,-40.11,,07-07
7,600180,瑞茂通,-0.2,46.93,0.77,,0.01,-4928.29,46.93,,06-26
8,002256,兆新股份,0.1,11.11,1.72,,-0.12,629.99,13.2,,06-24
9,002255,海陆重工,0.12,-92.44,2.08,,0.69,1019.64,8.97,,06-24
10,002254,泰和新材,0.78,59.18,10.98,,0.24,7306.9,58.41,,06-24
11,002252,上海莱士,0.26,-7.14,1.66,,0.21,3154.26,60.54,,06-20
12,002253,川大智胜,0.14,-566.67,4.5,,-0.54,550.01,-575.16,,06-20
13,002251,步步高,0.72,44.0,4.51,,2.32,7719.4,51.07,,06-18
14,002250,联化科技,0.15,36.36,2.7,,0.02,1495.18,37.26,,06-18
15,002249,大洋电机,0.46,6.98,2.97,,,4313.24,6.28,,06-18
16,002247,帝龙文化,0.09,38.71,2.47,,-0.16,429.06,37.72,,06-11
17,002248,*ST东数,0.06,100.0,2.11,,-0.1,595.31,180.5,,06-11
18,002246,北化股份,0.05,-18.18,1.67,,-0.25,669.1,-16.38,,06-04
19,002245,澳洋顺昌,0.2,37.94,2.94,,0.01,910.08,39.76,,06-04
20,002244,滨江集团,0.03,650.0,2.45,,-1.78,1220.58,487.44,,05-28
21,002242,九阳股份,0.51,,2.86,,,10195.28,67.58,,05-27
22,002243,通产丽星,0.1,12.56,1.21,,-0.2,1212.74,12.55,,05-27
23,002238,天威视讯,0.09,9.62,3.42,,0.34,1816.32,10.56,,05-23
24,002240,威华股份,0.07,-61.11,2.52,,0.04,1654.82,-2.12,,05-22
25,002241,歌尔股份,0.23,187.5,1.97,,0.26,2043.33,112.45,,05-21
26,002239,奥特佳,0.13,28.52,1.79,,-0.02,1316.36,28.58,,05-21
27,600958,东方证券,,,,,,-26837.73,-171.07,,05-20
28,002236,大华股份,0.11,120.0,4.7,,-0.65,583.65,109.98,,05-19
29,002237,恒邦股份,0.6,81.82,4.67,,-0.14,4272.48,100.03,,05-19
30,002235,安妮股份,0.13,-18.75,2.12,,,1006.18,32.71,,05-15
31,002234,民和股份,0.33,43.48,4.13,,0.27,2660.25,47.66,,05-15
32,002233,塔牌集团,0.2,400.0,2.29,,0.33,6053.87,394.0,,05-15
33,002231,奥维通信,-0.05,-150.0,1.76,,,-414.68,-151.72,,05-09
34,002230,科大讯飞,0.04,,1.9,,-0.65,323.85,3397.74,,05-09
35,002232,启明信息,,,1.55,,-0.39,250.89,225.67,,05-08
36,002229,鸿博股份,0.17,6.25,2.58,,-0.06,1007.49,2.73,,05-07
37,002228,合兴包装,0.12,50.0,1.68,,-0.02,918.29,52.55,,05-07
38,002226,江南化工,0.07,-12.5,2.66,,-0.7,286.74,-10.48,,05-05
39,002227,奥特迅,0.11,22.22,2.09,,-0.36,871.36,22.19,,05-05
40,600649,城投控股,0.14,133.55,3.85,,0.05,26634.15,133.65,,04-30
41,600703,三安光电,0.0,-102.45,,,,32.73,-102.59,,04-30
42,600388,龙净环保,0.11,22.22,6.21,,-0.58,1903.83,25.0,,04-30
43,600806,*ST昆机,0.14,41.56,2.21,,-0.02,6045.69,115.82,,04-30
44,000597,东北制药,0.1,385.0,2.95,,0.3,2948.57,300.34,,04-30
45,600485,信威集团,0.06,113.0,2.25,,-0.04,873.62,95.62,,04-30
46,000616,海航投资,0.09,-40.0,5.74,,-0.7,3569.75,-24.82,,04-30
47,600148,长春一东,0.01,0.0,2.03,,-0.08,161.68,1.5,,04-30
48,600600,青岛啤酒,0.1,47.03,4.24,,0.46,12963.72,46.94,,04-30
49,601328,交通银行,0.16,100.0,2.76,5.83,0.46,788300.0,107.45,,04-30
50,600242,中昌数据,0.05,-350.0,-2.2,,,841.72,-303.21,,04-30
51,600637,东方明珠,0.0,-4.17,3.35,,-0.32,324.56,5.36,,04-30
52,600691,阳煤化工,-0.06,-0.0,-0.02,,-0.01,-466.27,4.09,,04-30
53,000908,景峰医药,0.01,40.0,1.19,,0.05,192.47,25.31,,04-30
54,600358,国旅联合,0.01,75.0,1.24,,-0.01,322.07,64.14,,04-30
55,600741,华域汽车,0.03,-40.0,2.98,,0.04,3887.83,-21.98,,04-30
56,600811,东方集团,0.05,47.22,4.08,,0.01,5624.16,75.86,,04-30
57,000584,友利控股,0.07,61.16,3.73,,0.13,2686.3,105.04,,04-30
58,600828,茂业商业,0.16,409.68,1.5,,0.07,3208.8,410.03,,04-30
59,000672,上峰水泥,0.0,-107.5,0.03,,-0.01,33.01,-108.82,,04-30
60,600609,金杯汽车,0.06,1325.0,0.68,,-0.06,6221.44,1230.13,,04-30
61,600234,ST山水,-0.04,-408.33,-2.65,,0.01,-531.64,-576.51,,04-30
62,600626,申达股份,0.05,-18.03,3.6,,0.05,2373.14,-17.61,,04-30
63,600645,中源协和,-0.0,-91.51,0.27,,0.07,-30.76,-91.08,,04-30
64,600272,开开实业,0.01,400.0,0.81,,-0.01,120.46,300.87,,04-30
